product,brand,price,oz_per_can,num_cans,price_per_oz
"Weruva Cats in the Kitchen Cuties Variety Pack Grain-Free Canned Cat Food, 3.2-oz, case of 12",Weruva,$15.49,3.2,12.0,0.4033854166666666
"Fancy Feast Medleys Wild Salmon Primavera Canned Cat Food, 3-oz, case of 24",Fancy Feast,$18.00,3.0,24.0,0.25
"Fancy Feast Classic Tender Beef & Liver Feast Canned Cat Food, 3-oz, case of 24",Fancy Feast,$15.36,3.0,24.0,0.21333333333333332
"Fancy Feast Grilled Salmon & Shrimp Feast in Gravy Canned Cat Food, 3-oz, case of 24",Fancy Feast,$13.68,3.0,24.0,0.19
"Fancy Feast Gravy Lovers Salmon & Sole Feast in Seared Salmon Flavor Gravy Canned Cat Food, 3-oz, case of 24",Fancy Feast,$14.19,3.0,24.0,0.19708333333333333
"Purina Pro Plan Veterinary Diets DM Savory Selects Dietetic Management Formula Canned Cat Food, 5.5-oz, case of 24",Purina Pro Plan Veterinary Diets,$50.49,5.5,24.0,0.3825
"Hill's Prescription Diet z/d Original Skin/Food Sensitivities Canned Cat Food, 5.5-oz, case of 24",Hill's Prescription Diet,$65.99,5.5,24.0,0.4999242424242424
"Purina Pro Plan Prime Plus Adult 7+ Real Poultry & Beef Variety Pack Canned Cat Food, 3-oz can, case of 12",Purina Pro Plan,$11.49,3.0,12.0,0.31916666666666665
"Instinct by Nature's Variety Original Grain-Free Real Chicken Recipe Natural Wet Canned Cat Food, 5.5-oz, case of 12",Instinct,$25.19,5.5,12.0,0.3816666666666667
"Fancy Feast Gravy Lovers Beef Feast in Roasted Beef Flavor Gravy Canned Cat Food, 3-oz, case of 24",Fancy Feast,$13.83,3.0,24.0,0.19208333333333333
"Friskies Surfin' & Turfin' Favorites Variety Pack Canned Cat Food, 5.5-oz, case of 40",Friskies,$22.19,5.5,40.0,0.10086363636363636
"Fancy Feast Purely Tender Tongol Tuna Wet Cat Food, 2-oz tray, case of 10",Fancy Feast,$8.69,2.0,10.0,0.4345
"Fancy Feast Chunky Turkey Feast Canned Cat Food, 3-oz, case of 24",Fancy Feast,$12.50,3.0,24.0,0.1736111111111111
"Fancy Feast Purely Seabass & Shrimp Wet Cat Food, 2-oz tray, case of 10",Fancy Feast,$11.97,2.0,10.0,0.5985
"Sheba Perfect Portions Grain-Free Multipack Poultry Entrees Cat Food Trays, 2.6-oz, case of 12 twin-packs",Sheba,$9.60,2.6,12.0,0.30769230769230765
"Meow Mix Seafood Selections Variety Pack Cat Food Trays, 2.75-oz, case of 24",Meow Mix,$10.12,75.0,24.0,0.005622222222222222
"Fancy Feast Grilled Salmon Feast in Gravy Canned Cat Food, 3-oz, case of 24",Fancy Feast,$12.96,3.0,24.0,0.18000000000000002
"Friskies Savory Shreds with Ocean Whitefish & Tuna in Sauce Canned Cat Food, 5.5-oz, case of 24",Friskies,$12.49,5.5,24.0,0.09462121212121212
"Meow Mix Classic Favorites Variety Pack Cat Food Trays, 2.75-oz, case of 24",Meow Mix,$10.48,75.0,24.0,0.0058222222222222226
"Tiki Cat King Kamehameha Grill Variety Pack Grain-Free Canned Cat Food, 2.8-oz, case of 12",Tiki Cat,$12.85,2.8,12.0,0.3824404761904762
"Fancy Feast Kitten Tender Turkey Feast Canned Cat Food, 3-oz, case of 24",Fancy Feast,$15.84,3.0,24.0,0.22
"Wellness Healthy Indulgence Gravies Grain-Free Variety Pack Cat Food Pouches, 3-oz, case of 8",Wellness,$9.49,3.0,8.0,0.3954166666666667
"Natural Balance L.I.D. Limited Ingredient Diets Duck & Green Pea Formula Grain-Free Canned Cat Food, 5.5-oz, case of 24",Natural Balance,$38.20,5.5,24.0,0.2893939393939394
"Royal Canin Digest Sensitive Loaf in Sauce Canned Cat Food, 5.8-oz, case of 24",Royal Canin,$42.98,5.8,24.0,0.30876436781609196
"Hill's Science Diet Adult Perfect Weight Roasted Vegetable & Chicken Medley Canned Cat Food, 2.9-oz, case of 24",Hill's Science Diet,$26.64,2.9,24.0,0.3827586206896552
"Friskies Savory Shreds with Beef in Gravy Canned Cat Food, 5.5-oz, case of 24",Friskies,$16.49,5.5,24.0,0.12492424242424241
"Hill's Science Diet Kitten Healthy Cuisine Roasted Chicken & Rice Medley Canned Cat Food, 2.8-oz, case of 24",Hill's Science Diet,$26.64,2.8,24.0,0.3964285714285715
"Royal Canin Aging 12+ Thin Slices in Gravy Canned Cat Food, 3-oz, case of 24",Royal Canin,$36.50,3.0,24.0,0.5069444444444444
"Purina Pro Plan Beef Entree with Carrots in Gravy Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336
"Blue Buffalo Healthy Gourmet Pate Chicken Entree Indoor Mature Canned Cat Food, 3-oz, case of 24",Blue Buffalo,$22.08,3.0,24.0,0.30666666666666664
"Fancy Feast Elegant Medleys White Meat Chicken Tuscany Canned Cat Food, 3-oz, case of 24",Fancy Feast,$18.96,3.0,24.0,0.26333333333333336
"American Journey Minced Chicken Recipe in Gravy Grain-Free Canned Cat Food, 3-oz, case of 24",American Journey,$22.99,3.0,24.0,0.3193055555555555
"Wellness CORE Signature Selects Shredded Boneless Chicken & Beef Entree in Sauce Grain-Free Canned Cat Food, 5.3-oz, case of 12",Wellness,$31.80,5.3,12.0,0.5000000000000001
"Fancy Feast Grilled Turkey & Giblets Feast in Gravy Canned Cat Food, 3-oz, case of 24",Fancy Feast,$14.19,3.0,24.0,0.19708333333333333
"Purina Pro Plan Focus Kitten Classic Chicken & Liver Entree Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336
"Fancy Feast Medleys Tender Turkey Primavera Canned Cat Food, 3-oz, case of 24",Fancy Feast,$18.00,3.0,24.0,0.25
"Blue Buffalo Healthy Gourmet Pate Salmon Entree Indoor Adult Canned Cat Food, 5.5-oz, case of 24",Blue Buffalo,$25.46,5.5,24.0,0.19287878787878787
"Blue Buffalo Healthy Gourmet Pate Ocean Fish & Tuna Entree Adult Canned Cat Food, 5.5-oz, case of 24",Blue Buffalo,$29.99,5.5,24.0,0.22719696969696968
"Purina Pro Plan Classic Adult True Nature Ocean Whitefish & Salmon Entrée Grain-Free Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336
"Meow Mix Poultry Selections Variety Pack Cat Food Trays, 2.75-oz, case of 24",Meow Mix,$10.48,75.0,24.0,0.0058222222222222226
"Blue Buffalo Basics Limited Ingredient Grain-Free Indoor Duck & Potato Entree Adult Canned Cat Food, 3-oz, case of 24",Blue Buffalo,$27.59,3.0,24.0,0.38319444444444445
"Royal Canin Feline Health Nutrition Loaf in Sauce Canned Kitten Food, 5.8-oz, case of 24",Royal Canin,$42.98,5.8,24.0,0.30876436781609196
"Purina ONE Chicken Recipe Pate Grain-Free Canned Cat Food, 3-oz, case of 24",Purina ONE,$21.60,3.0,24.0,0.30000000000000004
"Purina ONE Grain-Free Variety Pack Canned Cat Food, 3-oz, case of 24",Purina ONE,$21.29,3.0,24.0,0.2956944444444444
"Tiki Cat Koolina Luau Chicken with Egg in Chicken Consomme Grain-Free Canned Cat Food, 6-oz, case of 8",Tiki Cat,$19.37,6.0,8.0,0.4035416666666667
"Blue Buffalo Freedom Indoor Adult Fish Recipe Grain-Free Canned Cat Food, 5.5-oz, case of 24",Blue Buffalo,$30.96,5.5,24.0,0.23454545454545456
"Fancy Feast Gourmet Naturals White Meat Chicken Recipe in Gravy Canned Cat Food, 3-oz, case of 12",Fancy Feast,$10.20,3.0,12.0,0.2833333333333333
"Wellness Minced Chicken Dinner Grain-Free Canned Cat Food, 5.5-oz, case of 24",Wellness,$45.11,5.5,24.0,0.34174242424242424
"Purina Beyond Duck & Sweet Potato Pate Recipe Grain-Free Canned Cat Food, 3-oz, case of 12",Purina Beyond,$12.43,3.0,12.0,0.3452777777777778
"Fancy Feast Flaked Tuna & Mackerel Feast Canned Cat Food, 3-oz, case of 24",Fancy Feast,$15.36,3.0,24.0,0.21333333333333332
"Royal Canin Adult Instinctive Loaf in Sauce Canned Cat Food, 5.8-oz, case of 24",Royal Canin,$42.98,5.8,24.0,0.30876436781609196
"Blue Buffalo Healthy Gourmet Flaked Chicken Entree in Gravy Canned Cat Food, 5.5-oz, case of 24",Blue Buffalo,$27.95,5.5,24.0,0.21174242424242423
"Weruva Cats in the Kitchen Goldie Lox and the 3 Fares Variety Pack Grain-Free Canned Cat Food, 6-oz, case of 24",Weruva,$44.99,6.0,24.0,0.31243055555555554
"Friskies TurChicken Variety Pack Canned Cat Food, 5.5-oz, case of 40",Friskies,$23.25,5.5,40.0,0.10568181818181818
"Nutro Kitten Soft Loaf Chicken Recipe Grain-Free Canned Cat Food, 3-oz, case of 24",Nutro,$28.56,3.0,24.0,0.39666666666666667
"Hill's Science Diet Adult Tender Chicken Dinner Canned Cat Food, 5.5-oz, case of 24",Hill's Science Diet,$30.00,5.5,24.0,0.22727272727272727
"Sheba Perfect Portions Grain-Free Signature Tuna Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Sheba,$19.20,2.6,24.0,0.30769230769230765
"Blue Buffalo Healthy Gourmet Variety Pack with Flaked Tuna, Fish & Shrimp, & Chicken Adult Cat Food Trays, 5.5-oz, case of 12",Blue Buffalo,$14.57,5.5,12.0,0.22075757575757576
"Royal Canin Intense Beauty Thin Slices in Gravy Canned Cat Food, 3-oz, case of 24",Royal Canin,$36.50,3.0,24.0,0.5069444444444444
"Instinct by Nature's Variety Limited Ingredient Diet Grain-Free Real Rabbit Recipe Canned Cat Food, 5.5-oz, case of 12",Instinct,$37.80,5.5,12.0,0.5727272727272726
"American Journey Pate Poultry & Beef Variety Pack Grain-Free Canned Cat Food, 3-oz, case of 24",American Journey,$22.99,3.0,24.0,0.3193055555555555
"Hill's Science Diet Adult 7+  Savory Chicken Entree Canned Cat Food, 5.5-oz, case of 24",Hill's Science Diet,$30.00,5.5,24.0,0.22727272727272727
"Meow Mix Pate Toppers Seafood & Poultry Variety Pack Cat Food Trays, 2.75-oz, case of 12",Meow Mix,$5.48,75.0,12.0,0.006088888888888889
"Purina Pro Plan Focus Adult Urinary Tract Health Formula with Salmon Classic Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336
"Friskies Prime Filets Chicken & Tuna Dinner in Gravy Canned Cat Food, 5.5-oz, case of 24",Friskies,$13.44,5.5,24.0,0.10181818181818181
"Hill's Science Diet Adult Healthy Cuisine Roasted Chicken & Rice Medley Canned Cat Food, 2.8-oz, case of 24",Hill's Science Diet,$26.64,2.8,24.0,0.3964285714285715
"Fancy Feast Grilled Turkey Feast in Gravy Canned Cat Food, 3-oz, case of 24",Fancy Feast,$17.28,3.0,24.0,0.24000000000000002
"Iams Purrfect Delights Tuna-Topia Dinner Flaked in Sauce Canned Cat Food, 3-oz, case of 24",Iams,$14.16,3.0,24.0,0.19666666666666666
"Rachael Ray Nutrish Chicken Lovers Variety Pack Natural Grain-Free Wet Cat Food, 2.8-oz, case of 12",Rachael Ray Nutrish,$10.43,2.8,12.0,0.31041666666666673
"9 Lives Surf 'N Turf Favorites Variety Canned Cat Food, 5.5-oz, case of 24",9 Lives,$8.32,5.5,24.0,0.06303030303030303
"BFF OMG Tuna & Duck Devour Me Dinner in Gravy Wet Cat Food Pouches, 3-oz, case of 12",BFF,$7.74,3.0,12.0,0.215
"Tiki Cat After Dark Variety Pack Canned Cat Food, 2.8-oz, case of 12",Tiki Cat,$19.31,2.8,12.0,0.574702380952381
"Friskies Savory Shreds Chicken & Salmon Dinner in Gravy Canned Cat Food, 5.5-oz, case of 24",Friskies,$13.29,5.5,24.0,0.10068181818181818
"Wellness Complete Health Poultry Lovers Pate Variety Pack Grain-Free Canned Cat Food, 5.5-oz, case of 30",Wellness,$57.99,5.5,30.0,0.35145454545454546
"Sheba Perfect Portions Garden Medleys Chicken, Beef & Vegetables Entree in Gravy Variety Pack Grain-Free Cat Food Trays, 2.6-oz, case of 12 twin-packs",Sheba,$9.60,2.6,12.0,0.30769230769230765
"Tiny Tiger Pate Chicken Recipe Grain-Free Canned Cat Food, 3-oz, case of 24",Tiny Tiger,$12.99,3.0,24.0,0.18041666666666667
"Tiny Tiger Chunks in Gravy Beef & Poultry Recipes Variety Pack Grain-Free Canned Cat Food, 3-oz, case of 24",Tiny Tiger,$12.99,3.0,24.0,0.18041666666666667
"Friskies Savory Shreds with Salmon in Sauce Canned Cat Food, 5.5-oz, case of 24",Friskies,$16.99,5.5,24.0,0.1287121212121212
"Fussie Cat Premium Tuna with Chicken Formula in Aspic Grain-Free Canned Cat Food, 2.82-oz, case of 24",Fussie Cat,$33.36,82.0,24.0,0.016951219512195123
"Fancy Feast Delights with Cheddar Grilled Turkey & Cheddar Cheese Feast in Gravy Canned Cat Food, 3-oz, case of 24",Fancy Feast,$14.97,3.0,24.0,0.20791666666666667
"Friskies Extra Gravy Chunky with Chicken in Savory Gravy Canned Cat Food, 5.5-oz, case of 24",Friskies,$11.04,5.5,24.0,0.08363636363636363
"Purina Pro Plan Focus Healthy Metabolism Formula Chicken Entrée in Gravy Adult Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336
"Sheba Perfect Portions Grain-Free Multipack Seafood Entrees Cat Food Trays, 2.6-oz, case of 12 twin-packs",Sheba,$9.60,2.6,12.0,0.30769230769230765
"Friskies Tasty Treasures with Chicken & Cheese in Gravy Canned Cat Food, 5.5-oz, case of 24",Friskies,$16.98,5.5,24.0,0.12863636363636363
"Friskies Prime Filets with Ocean Whitefish & Tuna in Sauce Canned Cat Food, 5.5-oz, case of 24",Friskies,$12.72,5.5,24.0,0.09636363636363637
"Tiki Cat Velvet Mousse Variety Pack Grain-Free Wet Cat Food, 2.8-oz pouch, case of 12",Tiki Cat,$14.40,2.8,12.0,0.42857142857142866
"Royal Canin Veterinary Diet Selected Protein Adult PD in Gel Canned Cat Food, 5.9-oz, case of 24",Royal Canin Veterinary Diet,$71.24,5.9,24.0,0.5031073446327683
"Blue Buffalo Healthy Gourmet Kitten Multi Pack with Chicken Entrée Cat Food Trays, 3-oz, case of 6",Blue Buffalo,$4.89,3.0,6.0,0.27166666666666667
"Friskies Indoor Classic Pate Salmon Dinner Canned Cat Food, 5.5-oz, case of 24",Friskies,$12.54,5.5,24.0,0.09499999999999999
"Fancy Feast Marinated Morsels Poultry & Beef Feast Variety Pack Canned Cat Food, 3-oz, case of 24",Fancy Feast,$14.02,3.0,24.0,0.1947222222222222
"Purina Pro Plan Veterinary Diets NF Kidney Function Advanced Care Formula Canned Cat Food, 5.5-oz, case of 24",Purina Pro Plan Veterinary Diets,$47.99,5.5,24.0,0.3635606060606061
"Instinct by Nature's Variety Limited Ingredient Diet Grain-Free Real Turkey Recipe Natural Wet Canned Cat Food, 5.5-oz, case of 12",Instinct,$27.00,5.5,12.0,0.4090909090909091
"Purina Beyond Grain-Free Pate 4 Flavors Variety Pack Canned Cat Food, 3-oz, case of 24",Purina Beyond,$24.09,3.0,24.0,0.33458333333333334
"Purina Pro Plan Veterinary Diets DM Dietetic Management Formula Canned Cat Food, 5.5-oz, case of 24",Purina Pro Plan Veterinary Diets,$50.49,5.5,24.0,0.3825
"Friskies Classic Pate Chicken & Tuna Dinner Canned Cat Food, 5.5-oz, case of 24",Friskies,$12.72,5.5,24.0,0.09636363636363637
"Fancy Feast Classic Chopped Grill Feast Canned Cat Food, 3-oz, case of 24",Fancy Feast,$15.36,3.0,24.0,0.21333333333333332
"Tiny Tiger Chunks in EXTRA Gravy Beef & Poultry Recipes Variety Pack Grain-Free Canned Cat Food, 3-oz, case of 24",Tiny Tiger,$12.99,3.0,24.0,0.18041666666666667
"Purina Pro Plan Chicken & Turkey Favorites Variety Pack Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,$23.49,3.0,24.0,0.32625
"Fancy Feast Medleys White Meat Chicken Primavera Canned Cat Food, 3-oz, case of 24",Fancy Feast,$17.03,3.0,24.0,0.23652777777777778
"BFF OMG Rainbow A Gogo Variety Pack Wet Cat Food Pouches, 3-oz, case of 12",BFF,$13.49,3.0,12.0,0.37472222222222223
"Friskies Gravy Sensations Pouch Favorites Cat Food Pouches, 3-oz pouch, case of 24",Friskies,$11.58,3.0,24.0,0.16083333333333333
"Friskies Classic Pate Liver & Chicken Dinner Canned Cat Food, 5.5-oz, case of 24",Friskies,$13.44,5.5,24.0,0.10181818181818181
"Fancy Feast Medleys Shredded White Meat Chicken Fare Canned Cat Food, 3-oz, case of 24",Fancy Feast,$13.11,3.0,24.0,0.18208333333333332
"American Journey Minced Poultry in Gravy Variety Pack Grain-Free Canned Cat Food, 3-oz, case of 24",American Journey,$22.99,3.0,24.0,0.3193055555555555
"Hill's Prescription Diet i/d Digestive Care Chicken & Vegetable Stew Canned Cat Food, 2.9-oz, case of 24",Hill's Prescription Diet,$35.69,2.9,24.0,0.5127873563218391
"Fancy Feast Medleys White Meat Chicken Florentine Canned Cat Food, 3-oz, case of 24",Fancy Feast,$18.00,3.0,24.0,0.25
"Fancy Feast Gravy Lovers Salmon Feast in Seared Salmon Flavor Gravy Canned Cat Food, 3-oz, case of 24",Fancy Feast,$13.20,3.0,24.0,0.18333333333333332
"Fancy Feast Medleys Shredded Fare Collection Pack Canned Cat Food, 3-oz, case of 12",Fancy Feast,$9.96,3.0,12.0,0.27666666666666667
"Tiny Tiger Pate Seafood Recipes Variety Pack Grain-Free Canned Cat Food, 3-oz, case of 24",Tiny Tiger,$12.99,3.0,24.0,0.18041666666666667
"Fancy Feast Classic Tender Beef & Chicken Feast Canned Cat Food, 3-oz, case of 24",Fancy Feast,$15.12,3.0,24.0,0.21
"Hill's Prescription Diet i/d Digestive Care with Chicken Canned Cat Food, 5.5-oz, case of 24",Hill's Prescription Diet,$47.99,5.5,24.0,0.3635606060606061
"Friskies Classic Pate Ocean Whitefish & Tuna Dinner Canned Cat Food, 13-oz, case of 12",Friskies,$12.00,13.0,12.0,0.07692307692307693
"Fancy Feast Tender Feast Variety Pack Canned Kitten Food, 3-oz, case of 24",Fancy Feast,$16.79,3.0,24.0,0.23319444444444443
"Blue Buffalo Wilderness Pate Variety Pack Duck, Chicken & Salmon Grain-Free Cat Canned Food, 3-oz, case of 12",Blue Buffalo,$14.99,3.0,12.0,0.4163888888888889
"Purina Pro Plan Savor Adult White Meat Chicken & Vegetable Entree in Gravy Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336
"Fancy Feast Purely Flaked Skipjack Tuna Wet Cat Food, 2-oz tray, case of 10",Fancy Feast,$10.38,2.0,10.0,0.519
"Fancy Feast Creamy Delights Chicken Feast in a Creamy Sauce Canned Cat Food, 3-oz, case of 24",Fancy Feast,$13.20,3.0,24.0,0.18333333333333332
"Friskies Classic Pate Mixed Grill Canned Cat Food, 13-oz, case of 12",Friskies,$13.51,13.0,12.0,0.0866025641025641
"9 Lives Seafood & Poultry Favorites Variety Pack Canned Cat Food, 5.5-oz, case of 24",9 Lives,$8.32,5.5,24.0,0.06303030303030303
"Hill's Prescription Diet k/d Kidney Care with Chicken Canned Cat Food, 5.5-oz, case of 24",Hill's Prescription Diet,$49.99,5.5,24.0,0.3787121212121212
"Fancy Feast Purely White Meat Chicken Wet Cat Food, 2-oz tray, case of 10",Fancy Feast,$8.54,2.0,10.0,0.42699999999999994
"Wellness Complete Health Pate Chicken Entree Grain-Free Canned Cat Food, 12.5-oz, case of 12",Wellness,$37.56,2.5,12.0,1.252
"Hill's Prescription Diet k/d Kidney Care Pate with Tuna Canned Cat Food, 5.5-oz, case of 24",Hill's Prescription Diet,$49.99,5.5,24.0,0.3787121212121212
"Fancy Feast Gravy Lovers Chicken Hearts & Liver Feast in Grilled Chicken Flavor Gravy Canned Cat Food, 3-oz, case of 24",Fancy Feast,$15.36,3.0,24.0,0.21333333333333332
"9 Lives Gravy Favorites Variety Pack Canned Cat Food, 5.5-oz, case of 12",9 Lives,$4.62,5.5,12.0,0.07
"Fancy Feast Purely White Meat Chicken & Flaked Tuna Wet Cat Food, 2-oz tray, case of 10",Fancy Feast,$8.99,2.0,10.0,0.4495
"Whiskas Tender Bites Favorite Selections Cat Food Pouches, 3-oz, case of 24",Whiskas,$9.39,3.0,24.0,0.13041666666666668
"Purina Pro Plan Prime Plus Adult 7+ Seafood Variety Pack Canned Cat Food, 3-oz can, case of 12",Purina Pro Plan,$11.49,3.0,12.0,0.31916666666666665
"Royal Canin Veterinary Diet Renal Support T Canned Cat Food, 3-oz, case of 24",Royal Canin Veterinary Diet,$37.99,3.0,24.0,0.5276388888888889
"Hill's Prescription Diet c/d Multicare Urinary Care Vegetable, Tuna & Rice Stew Canned Cat Food, 2.9-oz, case of 24",Hill's Prescription Diet,$35.69,2.9,24.0,0.5127873563218391
"Fancy Feast Classic Turkey & Giblets Feast Canned Cat Food, 3-oz, case of 24",Fancy Feast,$13.66,3.0,24.0,0.18972222222222224
"Fancy Feast Medleys Florentine Collection Pack Canned Cat Food, 3-oz, case of 12",Fancy Feast,$9.96,3.0,12.0,0.27666666666666667
"Hill's Prescription Diet c/d Multicare Urinary Care with Ocean Fish Canned Cat Food, 5.5-oz, case of 24",Hill's Prescription Diet,$48.99,5.5,24.0,0.37113636363636365
"Fancy Feast Flaked Fish & Shrimp Feast Canned Cat Food, 3-oz, case of 24",Fancy Feast,$15.36,3.0,24.0,0.21333333333333332
"Fancy Feast Grilled Chicken Feast in Gravy Canned Cat Food, 3-oz, case of 24",Fancy Feast,$12.49,3.0,24.0,0.17347222222222222
"Fancy Feast Classic Savory Salmon Feast Canned Cat Food, 3-oz, case of 24",Fancy Feast,$15.84,3.0,24.0,0.22
"Royal Canin Veterinary Diet Renal Support D Morsels in Gravy Canned Cat Food, 3-oz, case of 24",Royal Canin Veterinary Diet,$37.99,3.0,24.0,0.5276388888888889
"Fancy Feast Medleys Tuscany Collection Pack Canned Cat Food, 3-oz, case of 12",Fancy Feast,$9.96,3.0,12.0,0.27666666666666667
"Tiny Tiger Pate Beef & Poultry Recipes Variety Pack Grain-Free Canned Cat Food, 3-oz, case of 24",Tiny Tiger,$12.99,3.0,24.0,0.18041666666666667
"Hill's Prescription Diet c/d Multicare Urinary Care Stress Chicken & Vegetable Stew Canned Cat Food, 2.9-oz, case of 24",Hill's Prescription Diet,$38.99,2.9,24.0,0.5602011494252874
"Friskies Meaty Bits Variety Pack Canned Cat Food, 5.5-oz, case of 24",Friskies,$12.72,5.5,24.0,0.09636363636363637
"Fancy Feast Classic Ocean Whitefish & Tuna Feast Canned Cat Food, 3-oz, case of 24",Fancy Feast,$15.12,3.0,24.0,0.21
"Fancy Feast Grilled Poultry & Beef Feast Variety Pack Canned Cat Food, 3-oz, case of 24",Fancy Feast,$13.50,3.0,24.0,0.1875
"Friskies Classic Pate Poultry Platter Canned Cat Food, 13-oz, case of 12",Friskies,$12.00,13.0,12.0,0.07692307692307693
"Fancy Feast Creamy Delights Variety Pack Canned Cat Food, 3-oz, case of 24",Fancy Feast,$14.88,3.0,24.0,0.20666666666666667
"Fancy Feast Gravy Lovers Turkey Feast in Roasted Turkey Flavor Gravy Canned Cat Food, 3-oz, case of 24",Fancy Feast,$13.20,3.0,24.0,0.18333333333333332
"Friskies Chicken Lovers Variety Pack Canned Cat Food, 5.5-oz, case of 32",Friskies,$16.64,5.5,32.0,0.09454545454545454
"Royal Canin Veterinary Diet Selected Protein Adult PR Canned Cat Food, 5.9-oz, case of 24",Royal Canin Veterinary Diet,$71.24,5.9,24.0,0.5031073446327683
"Meow Mix Simple Servings Seafood Variety Pack Cat Food Trays, 1.3-oz, case of 24",Meow Mix,$8.97,1.3,24.0,0.2875
"Fancy Feast Chunky Chicken Feast Canned Cat Food, 3-oz, case of 24",Fancy Feast,$15.36,3.0,24.0,0.21333333333333332
"Fancy Feast Tender Feast Kitten Variety Pack Canned Cat Food, 3-oz, case of 12",Fancy Feast,$7.56,3.0,12.0,0.21
"Fancy Feast Medleys Tuna Recipe Variety Collection Pack Canned Cat Food, 3-oz, case of 12",Fancy Feast,$9.96,3.0,12.0,0.27666666666666667
"Royal Canin Veterinary Diet Urinary SO Moderate Calorie Morsels in Gravy Canned Cat Food, 3-oz, case of 24",Royal Canin Veterinary Diet,$36.09,3.0,24.0,0.5012500000000001
"9 Lives Pate Favorites Variety Pack Canned Cat Food, 5.5-oz, case of 12",9 Lives,$4.29,5.5,12.0,0.065
"Royal Canin Veterinary Diet Renal Support E Canned Cat Food, 5.8-oz, case of 24",Royal Canin Veterinary Diet,$49.39,5.8,24.0,0.35481321839080465
"Sheba Perfect Portions Grain-Free Multipack Savory Chicken, Roasted Turkey & Tender Beef Pate Cat Food Trays, 2.6-oz, case of 24 twin-packs",Sheba,$19.20,2.6,24.0,0.30769230769230765
"Friskies Pate Seafood & Chicken Variety Pack Canned Cat Food, 5.5-oz, case of 40",Friskies,$20.48,5.5,40.0,0.0930909090909091
"Fancy Feast Classic Pate Cod, Sole & Shrimp Feast Canned Cat Food, 3-oz, case of 24",Fancy Feast,$15.36,3.0,24.0,0.21333333333333332
"Friskies Fish-A-Licious Variety Pack Canned Cat Food, 5.5-oz, case of 32",Friskies,$16.41,5.5,32.0,0.09323863636363637
"Purina Pro Plan Seafood Favorites Variety Pack Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,$21.36,3.0,24.0,0.29666666666666663
"Sheba Perfect Portions Grain-Free Multipack Gourmet Salmon, Signature Tuna & Delicate Whitefish & Tuna Cuts in Gravy Cat Food Trays, 2.6-oz, case of 24 twin-packs",Sheba,$19.20,2.6,24.0,0.30769230769230765
"Friskies Prime Filets Meaty Favorites Variety Pack Canned Cat Food, 5.5-oz, case of 24",Friskies,$12.72,5.5,24.0,0.09636363636363637
"Meow Mix Tender Favorites Poultry & Beef Cat Food Trays Variety Pack, 2.75-oz, case of 24",Meow Mix,$10.48,75.0,24.0,0.0058222222222222226
"Royal Canin Feline Health Nutrition Adult Instinctive Thin Slices in Gravy Canned Cat Food, 3-oz, case of 24",Royal Canin,$36.50,3.0,24.0,0.5069444444444444
"Nutro Max Adult Chicken Supreme Entree Chunks in Sauce Canned Cat Food, 3-oz, case of 24",Nutro Max,$19.20,3.0,24.0,0.26666666666666666
